CWNS Number,Facility/Project Name,Discharge Method,Present Discharge,Present Flow %,Present Discharge To Facility,Present Discharge To Facility Name,Present Effluent Treatment Level,Present Disinfection,Present BOD Removal,Present Nitrogen Removal,Present Phosphorous Removal,Present Ammonia Removal,Projected Discharge,Projected Flow %,Projected Discharge To Facility,Projected Discharge To Facility Name,Projected Effluent Treatment Level,Projected Disinfection,Projected BOD Removal,Projected Nitrogen Removal,Projected Phosphorous Removal,Projected Ammonia Removal,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
40000412001,ARAPAHO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ARAPAHO PWA,Custer,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000413001,BUTLER WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BUTLER, TOWN OF",Custer,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000413001,BUTLER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BUTLER, TOWN OF",Custer,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000414001,CLINTON PWA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0031011,Individual Permit,CLINTON PWA,Custer,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000415001,CUSTER CITY WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,CUSTER CITY,Custer,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000416001,THOMAS PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,N,,,,Secondary,N,,,,,OK0038971,Individual Permit,THOMAS PWA,Custer,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000416001,THOMAS PWA WWT,Evaporation,N,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0038971,Individual Permit,THOMAS PWA,Custer,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000417001,WEATHERFORD WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0021563,Individual Permit,WEATHERFORD PWA,Custer,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000420001,COLCORD WWT,Reuse: Irrigation,Y,80,,,Secondary,N,,,,,Y,80,,,Secondary,N,,,,,,,COLCORD PWA,Delaware,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000420001,COLCORD WWT,Evaporation,Y,20,,,Secondary,N,,,,,Y,20,,,Secondary,N,,,,,,,COLCORD PWA,Delaware,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000422001,KANSAS WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"KANSAS, TOWN OF",Delaware,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000422001,KANSAS WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"KANSAS, TOWN OF",Delaware,Lower Neosho,11070209,2nd Congressional District,OK,6,MAP
40000423001,OAKS WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,OAKS PWA,Delaware,Spring,11070207,2nd Congressional District,OK,6,MAP
40000423001,OAKS WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,OAKS PWA,Delaware,Spring,11070207,2nd Congressional District,OK,6,MAP
40000426001,GROVE MSA WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,Y,Y,Y,,,,Advanced Treatment,Y,Y,,Y,Y,OK0028886,Individual Permit,GROVE MUNICIPAL SERVICES AUTHORITY,Delaware,Lake O' The Cherokees,11070206,2nd Congressional District,OK,6,MAP
40000427001,DEWEY CO. #2 (CAMARGO) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,DEWEY CO RWSD #2,Dewey,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000429001,LEEDEY WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,LEEDEY PWA,Dewey,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000430001,OAKWOOD WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,Dewey County RWD #1 (Oakwood),Dewey,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000432001,SEILING WWT,Evaporation,Y,30,,,Secondary,N,,,,,Y,30,,,Secondary,N,,,,,,,"SEILING, CITY OF",Dewey,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000432001,SEILING WWT,Reuse: Irrigation,Y,70,,,Secondary,N,,,,,Y,70,,,Secondary,N,,,,,,,"SEILING, CITY OF",Dewey,Middle North Canadian,11100301,3rd Congressional District,OK,6,MAP
40000434001,ARNETT WWT,Reuse: Irrigation,Y,70,,,Secondary,N,,,,,Y,70,,,Secondary,N,,,,,,,"ARNETT, TOWN OF",Ellis,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000434001,ARNETT WWT,Evaporation,Y,30,,,Secondary,N,,,,,Y,30,,,Secondary,N,,,,,,,"ARNETT, TOWN OF",Ellis,Lower Canadian-Deer,11090201,3rd Congressional District,OK,6,MAP
40000435001,FARGO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"FARGO, TOWN OF",Ellis,Lower Wolf,11100203,3rd Congressional District,OK,6,MAP
40000436001,GAGE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GAGE, TOWN OF",Ellis,Lower Wolf,11100203,3rd Congressional District,OK,6,MAP
40000436001,GAGE WWT,Reuse: Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"GAGE, TOWN OF",Ellis,Lower Wolf,11100203,3rd Congressional District,OK,6,MAP
40000437001,SHATTUCK WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SHATTUCK, CITY OF, S-20517",Ellis,Lower Wolf,11100203,3rd Congressional District,OK,6,MAP
40000437001,SHATTUCK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"SHATTUCK, CITY OF, S-20517",Ellis,Lower Wolf,11100203,3rd Congressional District,OK,6,MAP
40000438001,BRECKINRIDGE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,BRECKINRIDGE PWA,Garfield,Black Bear-Red Rock,11060006,3rd Congressional District,OK,6,MAP
40000441001,DRUMMOND PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580035,General Permit Covered Facility,DRUMMOND PWA,Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000442001,FAIRMONT WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,FAIRMONT PWA,Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000443001,HILLSDALE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HILLSDALE, TOWN OF",Garfield,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000444001,HUNTER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HUNTER, TOWN OF",Garfield,Black Bear-Red Rock,11060006,3rd Congressional District,OK,6,MAP
40000445001,KREMLIN WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"KREMLIN, TOWN OF",Garfield,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000445001,KREMLIN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"KREMLIN, TOWN OF",Garfield,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000446001,LAHOMA WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580067,General Permit Covered Facility,"LAHOMA, TOWN OF",Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000446001,LAHOMA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580067,General Permit Covered Facility,"LAHOMA, TOWN OF",Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000447001,NORTH ENID WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580002,General Permit Covered Facility,"NORTH ENID, TOWN OF",Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000448001,WAUKOMIS WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,Y,Y,,,,Advanced Treatment,N,Y,,,Y,OK0020648,Individual Permit,WAUKOMIS PWA,Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000448001,WAUKOMIS WWT,Spray Irrigation,Y,,,,Advanced Treatment,N,Y,,,Y,Y,,,,Advanced Treatment,N,Y,,,Y,OK0020648,Individual Permit,WAUKOMIS PWA,Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000449001,ENID STATE SCHOOL WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ENID STATE SCHOOL, S-20933",Garfield,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000450001,ELMORE CITY WWT,Reuse: Irrigation,Y,60,,,Secondary,N,,,,,Y,60,,,Secondary,N,,,,,,,"ELMORE CITY, CITY OF",Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000450001,ELMORE CITY WWT,Evaporation,Y,40,,,Secondary,N,,,,,Y,40,,,Secondary,N,,,,,,,"ELMORE CITY, CITY OF",Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000452001,MAYSVILLE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MAYSVILLE MUNICIPAL AUTHORITY,Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000453001,LINDSAY WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580021,General Permit Covered Facility,"LINDSAY, CITY OF",Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000454001,PAULS VALLEY WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0039071,Individual Permit,"PAULS VALLEY, CITY OF",Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000456001,STRATFORD WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0021865,Individual Permit,STRATFORD PWA,Garvin,Lower Canadian-Walnut,11090202,4th Congressional District,OK,6,MAP
40000457001,WYNNEWOOD WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028282,Individual Permit,WYNNEWOOD UTILITY AUTHORITY,Garvin,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000458001,ALEX WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ALEX, TOWN OF",Grady,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000465001,RUSH SPRINGS WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"RUSH SPRINGS, TOWN OF",Grady,Middle Washita,11130303,4th Congressional District,OK,6,MAP
40000467001,TUTTLE WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580054,General Permit Covered Facility,"TUTTLE, CITY OF",Grady,Lower Canadian-Walnut,11090202,4th Congressional District,OK,6,MAP
40000468001,GRADY CO #1 (POCASSET) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,GRADY CO RWSD #1 (POCASSET),Grady,Upper Washita,11130302,4th Congressional District,OK,6,MAP
40000468002,GRADY COUNTY RWD #2 (AMBER),Spray Irrigation,N,,,,Secondary,N,,,,,Y,30,,,Secondary,N,,,,,,,GRADY COUNTY RWD #2 (AMBER),Grady,Upper Washita,11130302,4th Congressional District,OK,6,MAP
40000468002,GRADY COUNTY RWD #2 (AMBER),Evaporation,Y,100,,,Secondary,N,,,,,Y,70,,,Secondary,N,,,,,,,GRADY COUNTY RWD #2 (AMBER),Grady,Upper Washita,11130302,4th Congressional District,OK,6,MAP
40000470001,DEER CREEK WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"DEER CREEK, TOWN OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000472001,LAMONT WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LAMONT, TOWN OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000472001,LAMONT WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LAMONT, TOWN OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000473001,MANCHESTER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MANCHESTER, TOWN OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000474001,MEDFORD WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MEDFORD, CITY OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000474001,MEDFORD WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MEDFORD, CITY OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000475001,NASH PWA WWT,Evaporation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,NASH PWA,Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000476001,POND CREEK WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580059,General Permit Covered Facility,"POND CREEK, CITY OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000477001,WAKITA WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"WAKITA, CITY OF",Grant,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000478001,GRANITE PWA WWT,Reuse: Irrigation,Y,60,,,Secondary,N,,,,,Y,60,,,Secondary,N,,,,,,,GRANITE PUBLIC WORKS AUTHORITY,Greer,Elm Fork Red,11120304,3rd Congressional District,OK,6,MAP
40000478001,GRANITE PWA WWT,Evaporation,Y,40,,,Secondary,N,,,,,Y,40,,,Secondary,N,,,,,,,GRANITE PUBLIC WORKS AUTHORITY,Greer,Elm Fork Red,11120304,3rd Congressional District,OK,6,MAP
40000479001,MANGUM WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028827,Individual Permit,"MANGUM, CITY OF",Greer,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000479001,MANGUM WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028827,Individual Permit,"MANGUM, CITY OF",Greer,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000480001,WILLOW WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,WILLOW WATER & SEWER AUTHORITY,Greer,Middle North Fork Red,11120302,3rd Congressional District,OK,6,MAP
40000481001,QUARTZ MT WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,QUARTZ MT STATE LODGE,Greer,Lower North Fork Red,11120303,3rd Congressional District,OK,6,MAP
40000482001,GOULD WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GOULD, CITY OF",Harmon,Groesbeck-Sandy,11130101,3rd Congressional District,OK,6,MAP
40000483001,HOLLIS PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580015,General Permit Covered Facility,HOLLIS PUBLIC WORKS AUTHORITY,Harmon,Groesbeck-Sandy,11130101,3rd Congressional District,OK,6,MAP
40000484001,BUFFALO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BUFFALO, TOWN OF",Harper,Lower Cimarron-Eagle Chief,11050001,3rd Congressional District,OK,6,MAP
40000485001,LAVERNE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"LAVERNE, TOWN OF",Harper,Lower Beaver,11100201,3rd Congressional District,OK,6,MAP
40000489001,HASKELL CO. #2 (KINTA) WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580063,General Permit Covered Facility,HASKELL CO. RSD NO 2,Haskell,Robert S. Kerr Reservoir,11110104,2nd Congressional District,OK,6,MAP
40000490001,KEOTA PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0031186,Individual Permit,KEOTA PWA,Haskell,Robert S. Kerr Reservoir,11110104,2nd Congressional District,OK,6,MAP
40000491001,MCCURTAIN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MCCURTAIN, TOWN OF",Haskell,Poteau,11110105,2nd Congressional District,OK,6,MAP
40000492001,STIGLER MA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0020711,Individual Permit,STIGLER MUNICIPAL AUTHORITY,Haskell,Lower Canadian,11090204,2nd Congressional District,OK,6,MAP
40000493001,WHITEFIELD MIA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580050,General Permit Covered Facility,WHITEFIELD MUNICIPAL AUTHORITY,Haskell,Lower Canadian,11090204,2nd Congressional District,OK,6,MAP
40000494001,CALVIN STP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,OK0037818,Individual Permit,"CALVIN, TOWN OF",Hughes,Lower Canadian-Walnut,11090202,2nd Congressional District,OK,6,MAP
40000495001,DUSTIN PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0029050,Individual Permit,DUSTIN PUBLIC WORKS AUTHORITY,Hughes,Lower North Canadian,11100302,2nd Congressional District,OK,6,MAP
40000497002,HOLDENVILLE PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028428,Individual Permit,HOLDENVILLE PUBLIC WORKS AUTHORITY,Hughes,Little,11090203,2nd Congressional District,OK,6,MAP
40000499001,STUART WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580022,General Permit Covered Facility,"STUART, TOWN OF",Hughes,Lower Canadian,11090204,2nd Congressional District,OK,6,MAP
40000500002,WETUMKA WWT (SOUTH),Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,N,,,,,,,,,,OK0032417,Individual Permit,"WETUMKA, CITY OF",Hughes,Lower North Canadian,11100302,2nd Congressional District,OK,6,MAP
40000500002,WETUMKA WWT (SOUTH),Discharge To Another Facility,N,,,,Secondary,N,,,,,Y,100,40000501001,WETUMKA WWT (NORTH),,,,,,,OK0032417,Individual Permit,"WETUMKA, CITY OF",Hughes,Lower North Canadian,11100302,2nd Congressional District,OK,6,MAP
40000501001,WETUMKA WWT (NORTH),Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0032425,Individual Permit,"WETUMKA, CITY OF, S-20554",Hughes,Lower North Canadian,11100302,2nd Congressional District,OK,6,MAP
40000503001,BLAIR WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BLAIR, TOWN OF",Jackson,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000504001,EAST DUKE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"EAST DUKE, TOWN OF",Jackson,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000505001,ELDORADO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"ELDORADO, TOWN OF",Jackson,Groesbeck-Sandy,11130101,3rd Congressional District,OK,6,MAP
40000507001,HEADRICK UT WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,HEADRICK UTILITY TRUST,Jackson,Lower North Fork Red,11120303,3rd Congressional District,OK,6,MAP
40000508001,MARTHA WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MARTHA UTILITY TRUST,Jackson,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000509001,OLUSTEE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,OLUSTEE UTILITY TRUST,Jackson,Lower Salt Fork Red,11120202,3rd Congressional District,OK,6,MAP
40000510001,ADDINGTON RWD #1 WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,ADDINGTON RWD #1,Jefferson,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000514001,JEFFERSON CO. #1 (HASTINGS) WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,JEFFERSON CO RWSD #1 (HASTINGS),Jefferson,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000516001,RINGLING LAGOON,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580033,General Permit Covered Facility,"RINGLING, CITY OF",Jefferson,Farmers-Mud,11130201,4th Congressional District,OK,6,MAP
40000519002,WAURIKA WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"WAURIKA, CITY OF",Jefferson,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000519002,WAURIKA WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"WAURIKA, CITY OF",Jefferson,Northern Beaver,11130208,4th Congressional District,OK,6,MAP
40000525001,MANNSVILLE WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MANNSVILLE, TOWN OF",Johnston,Lower Washita,11130304,2nd Congressional District,OK,6,MAP
40000526001,MILBURN WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"MILBURN, TOWN OF",Johnston,Blue,11140102,2nd Congressional District,OK,6,MAP
40000527001,MILL CREEK WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OKG580014,General Permit Covered Facility,"MILL CREEK, TOWN OF",Johnston,Lower Washita,11130304,2nd Congressional District,OK,6,MAP
40000528001,TISHOMINGO WWT,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,OK0031992,Individual Permit,"TISHOMINGO, CITY OF",Johnston,Lower Washita,11130304,2nd Congressional District,OK,6,MAP
40000529001,WAPANUCKA PWA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0034011,Individual Permit,WAPANUCKA PWA,Johnston,Clear Boggy,11140104,2nd Congressional District,OK,6,MAP
40000530001,BLACKWELL WWT,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,,,,Y,Y,,,,Advanced Treatment,Y,,,,Y,OK0031909,Individual Permit,"BLACKWELL, CITY OF",Kay,Chikaskia,11060005,3rd Congressional District,OK,6,MAP
40000532001,BRAMAN STP,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"BRAMAN, CITY OF",Kay,Chikaskia,11060005,3rd Congressional District,OK,6,MAP
40000533001,KAW CITY WWT,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,OK0028878,Individual Permit,"KAW CITY, CITY OF",Kay,Kaw Lake,11060001,3rd Congressional District,OK,6,MAP
40000536001,NEWKIRK WWTF,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0045951,Individual Permit,"NEWKIRK, CITY OF",Kay,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000536001,NEWKIRK WWTF,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0045951,Individual Permit,"NEWKIRK, CITY OF",Kay,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000538001,TONKAWA MA WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0021903,Individual Permit,TONKAWA MUNICIPAL AUTHORITY,Kay,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000538001,TONKAWA MA WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0021903,Individual Permit,TONKAWA MUNICIPAL AUTHORITY,Kay,Lower Salt Fork Arkansas,11060004,3rd Congressional District,OK,6,MAP
40000540001,CASHION WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"CASHION, TOWN OF",Kingfisher,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000541001,DOVER WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"DOVER, TOWN OF",Kingfisher,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000541001,DOVER WWT,Reuse: Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"DOVER, TOWN OF",Kingfisher,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000542001,HENNESSEY WWT,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,,,Y,OK0030201,Individual Permit,"HENNESSEY, TOWN OF",Kingfisher,Lower Cimarron-Skeleton,11050002,3rd Congressional District,OK,6,MAP
40000546001,GOTEBO WWT,Evaporation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GOTEBO, CITY OF",Kiowa,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000546001,GOTEBO WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"GOTEBO, CITY OF",Kiowa,Upper Washita,11130302,3rd Congressional District,OK,6,MAP
40000547001,HOBART PWA WWT,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,OK0028649,Individual Permit,HOBART PUBLIC WORKS AUTHORITY,Kiowa,Lower North Fork Red,11120303,3rd Congressional District,OK,6,MAP
